id,email,password,name,is_seller,balance,address0,email0@email.com,password0,First0 Last0,True,0,0Address Street
1,email1@email.com,password1,First1 Last1,False,10,1Address Street
2,email2@email.com,password2,First2 Last2,True,20,2Address Street
3,email3@email.com,password3,First3 Last3,False,30,3Address Street
4,email4@email.com,password4,First4 Last4,True,40,4Address Street
5,email5@email.com,password5,First5 Last5,False,50,5Address Street
6,email6@email.com,password6,First6 Last6,True,60,6Address Street
7,email7@email.com,password7,First7 Last7,False,70,7Address Street
8,email8@email.com,password8,First8 Last8,True,80,8Address Street
9,email9@email.com,password9,First9 Last9,False,90,9Address Street
10,email10@email.com,password10,First10 Last10,True,100,10Address Street
11,email11@email.com,password11,First11 Last11,False,110,11Address Street
12,email12@email.com,password12,First12 Last12,True,120,12Address Street
13,email13@email.com,password13,First13 Last13,False,130,13Address Street
14,email14@email.com,password14,First14 Last14,True,140,14Address Street
15,email15@email.com,password15,First15 Last15,False,150,15Address Street
16,email16@email.com,password16,First16 Last16,True,160,16Address Street
17,email17@email.com,password17,First17 Last17,False,170,17Address Street
18,email18@email.com,password18,First18 Last18,True,180,18Address Street
19,email19@email.com,password19,First19 Last19,False,190,19Address Street
20,email20@email.com,password20,First20 Last20,True,200,20Address Street
21,email21@email.com,password21,First21 Last21,False,210,21Address Street
22,email22@email.com,password22,First22 Last22,True,220,22Address Street
23,email23@email.com,password23,First23 Last23,False,230,23Address Street
24,email24@email.com,password24,First24 Last24,True,240,24Address Street
25,email25@email.com,password25,First25 Last25,False,250,25Address Street
26,email26@email.com,password26,First26 Last26,True,260,26Address Street
27,email27@email.com,password27,First27 Last27,False,270,27Address Street
28,email28@email.com,password28,First28 Last28,True,280,28Address Street
29,email29@email.com,password29,First29 Last29,False,290,29Address Street
30,email30@email.com,password30,First30 Last30,True,300,30Address Street
31,email31@email.com,password31,First31 Last31,False,310,31Address Street
32,email32@email.com,password32,First32 Last32,True,320,32Address Street
33,email33@email.com,password33,First33 Last33,False,330,33Address Street
34,email34@email.com,password34,First34 Last34,True,340,34Address Street
35,email35@email.com,password35,First35 Last35,False,350,35Address Street
36,email36@email.com,password36,First36 Last36,True,360,36Address Street
37,email37@email.com,password37,First37 Last37,False,370,37Address Street
38,email38@email.com,password38,First38 Last38,True,380,38Address Street
39,email39@email.com,password39,First39 Last39,False,390,39Address Street
40,email40@email.com,password40,First40 Last40,True,400,40Address Street
41,email41@email.com,password41,First41 Last41,False,410,41Address Street
42,email42@email.com,password42,First42 Last42,True,420,42Address Street
43,email43@email.com,password43,First43 Last43,False,430,43Address Street
44,email44@email.com,password44,First44 Last44,True,440,44Address Street
45,email45@email.com,password45,First45 Last45,False,450,45Address Street
46,email46@email.com,password46,First46 Last46,True,460,46Address Street
47,email47@email.com,password47,First47 Last47,False,470,47Address Street
48,email48@email.com,password48,First48 Last48,True,480,48Address Street
49,email49@email.com,password49,First49 Last49,False,490,49Address Street
50,email50@email.com,password50,First50 Last50,True,500,50Address Street
51,email51@email.com,password51,First51 Last51,False,510,51Address Street
52,email52@email.com,password52,First52 Last52,True,520,52Address Street
53,email53@email.com,password53,First53 Last53,False,530,53Address Street
54,email54@email.com,password54,First54 Last54,True,540,54Address Street
55,email55@email.com,password55,First55 Last55,False,550,55Address Street
56,email56@email.com,password56,First56 Last56,True,560,56Address Street
57,email57@email.com,password57,First57 Last57,False,570,57Address Street
58,email58@email.com,password58,First58 Last58,True,580,58Address Street
59,email59@email.com,password59,First59 Last59,False,590,59Address Street
60,email60@email.com,password60,First60 Last60,True,600,60Address Street
61,email61@email.com,password61,First61 Last61,False,610,61Address Street
62,email62@email.com,password62,First62 Last62,True,620,62Address Street
63,email63@email.com,password63,First63 Last63,False,630,63Address Street
64,email64@email.com,password64,First64 Last64,True,640,64Address Street
65,email65@email.com,password65,First65 Last65,False,650,65Address Street
66,email66@email.com,password66,First66 Last66,True,660,66Address Street
67,email67@email.com,password67,First67 Last67,False,670,67Address Street
68,email68@email.com,password68,First68 Last68,True,680,68Address Street
69,email69@email.com,password69,First69 Last69,False,690,69Address Street
70,email70@email.com,password70,First70 Last70,True,700,70Address Street
71,email71@email.com,password71,First71 Last71,False,710,71Address Street
72,email72@email.com,password72,First72 Last72,True,720,72Address Street
73,email73@email.com,password73,First73 Last73,False,730,73Address Street
74,email74@email.com,password74,First74 Last74,True,740,74Address Street
75,email75@email.com,password75,First75 Last75,False,750,75Address Street
76,email76@email.com,password76,First76 Last76,True,760,76Address Street
77,email77@email.com,password77,First77 Last77,False,770,77Address Street
78,email78@email.com,password78,First78 Last78,True,780,78Address Street
